Actual_ACCIDENT_COUNT,LSTM_ACCIDENT_COUNT
256.00000531971455,254.76325967907906
218.99999733269215,220.816122174263
197.99999752640724,253.9850408434868
276.00000362098217,265.7007751464844
255.00000381469727,262.6845372021198
225.9999999180436,257.2376095354557
251.99999929964542,271.37837332487106
209.99999968707561,257.94466203451157
233.00000250339508,219.99147668480873
244.00000315904617,247.84670582413673
224.99999841302633,260.07485046982765
259.9999954402447,259.0232549607754
251.99999929964542,265.49684765934944
267.00000597536564,287.37758652865887
243.0000016540289,270.7500553429127
250.99999779462814,247.0121708214283
257.0000068247318,258.29861757159233
205.0000001117587,266.576076567173
245.00000466406345,261.3991230726242
221.0000003427267,269.19845113158226
255.00000381469727,278.2280219197273
242.0000001490116,266.1296175122261
242.0000001490116,247.51326069235802
257.9999924302101,264.10404804348946
253.0000008046627,257.3745681643486
247.9999932795763,256.10705691576004
245.00000466406345,266.23681220412254
289.9999928921461,279.0264013707638
196.00000246614218,270.0572170317173
187.99999837577343,239.0808765888214
247.9999932795763,249.01424077153206
181.99999729543924,243.14692929387093
290.9999943971634,238.0775838792324
244.00000315904617,258.84689727425575
281.99999675154686,275.79728449881077
251.99999929964542,268.3374592959881
212.99999625235796,249.7744931280613
174.00000115484,258.2548302412033
230.99999949336052,250.4456126689911
212.99999625235796,252.6727246940136
236.00000701844692,253.9486308991909
218.99999733269215,266.5926120877266
212.00000269711018,252.333778321743
236.9999926239252,230.77552980184555
237.9999941289425,244.8381950557232
274.0000006109476,249.23072889447212
203.99999860674143,262.7906189262867
253.0000008046627,265.36968314647675
309.00000558793545,284.35815277695656
235.00000551342964,269.6669787466526
227.99999497830868,244.5479966700077
251.99999929964542,257.35841423273087
260.99999694526196,258.9318962097168
281.99999675154686,261.5307076573372
223.99999690800905,272.6557104885578
311.9999942034483,283.3861821591854
270.99999609589577,279.33698296546936
227.99999497830868,259.30213287472725
260.99999694526196,271.3568453490734
268.0000074803829,268.2567532360554
247.9999932795763,264.18535828590393
277.00000512599945,266.325849622488
276.00000362098217,285.76720172166824
260.99999694526196,270.5098451077938
249.99999628961086,256.25714856386185
257.9999924302101,276.1763136088848
201.00000204145908,270.82828107476234
246.00000616908073,261.08249965310097
247.9999932795763,266.41192972660065
242.0000001490116,274.3598230779171
229.99999798834324,265.7700335383415
278.999992236495,250.2152919471264
287.00000427663326,268.1018917262554
240.99999864399433,268.60994559526443
200.0000005364418,270.67993837594986
268.9999930858612,272.65361174941063
229.99999798834324,284.1034739613533
251.99999929964542,262.53330078721046
236.00000701844692,245.1778410077095
223.00000335276127,256.9200639426708
264.0000014603138,252.8434857428074
251.99999929964542,264.4319601356983
254.00000230967999,273.7426824718714
232.0000009983778,287.214775249362
223.99999690800905,264.44684210419655
244.00000315904617,239.59684842824936
240.99999864399433,253.40617042779922
289.0000072866678,254.31365251541138
229.99999798834324,266.5711795091629
229.99999798834324,268.15773090720177
292.99999740719795,278.3095865547657
225.9999999180436,267.78148421645164
236.9999926239252,241.97789978981018
278.999992236495,257.2922721505165
257.0000068247318,264.04789087176323
245.00000466406345,268.5200496017933
232.0000009983778,272.0236084163189
267.00000597536564,281.2371686697006
262.9999999552965,266.34225794672966
227.0000014230609,248.05988684296608
206.000001616776,257.61582776904106
170.00000308454037,255.40076759457588
224.99999841302633,254.31521067023277
250.99999779462814,258.34475803375244
248.99999478459358,269.57479321956635
197.00000397115946,264.8640778064728
209.99999968707561,238.7571937739849
247.00000767409801,244.43313840031624
196.00000246614218,246.6221869289875
257.0000068247318,249.3114985525608
251.99999929964542,261.4816416800022
265.0000029653311,278.4125201702118
235.00000551342964,265.6516773700714
249.99999628961086,243.66503167152405
268.9999930858612,255.98447147011757
280.9999952465296,260.0434965789318
257.9999924302101,268.45177698135376
255.00000381469727,272.48100635409355
282.99999825656414,284.0738054215908
249.99999628961086,267.1190458238125
275.0000021159649,241.33606719970703
267.00000597536564,263.5169734656811
268.0000074803829,265.00367575883865
277.00000512599945,269.80867543816566
258.9999939352274,275.0518664121628
251.99999929964542,285.01842883229256
265.0000029653311,267.30020517110825
247.9999932795763,251.23181307315826
265.0000029653311,265.6161577999592
290.9999943971634,269.2811923325062
282.99999825656414,274.602450042963
261.99999845027924,281.8719259649515
335.99999852478504,297.2442044466734
240.99999864399433,292.0725931972265
239.99999713897705,268.7691635787487
192.99999795109034,283.73398457467556
266.00000447034836,272.472102612257
290.9999943971634,277.5356287956238
266.00000447034836,283.46238864958286
289.0000072866678,298.75051087141037
261.99999845027924,289.6338265091181
234.00000400841236,268.6030133962631
256.00000531971455,280.3804220110178
298.00000493228436,282.18389081954956
258.9999939352274,289.6046349555254
278.999992236495,288.4102138876915
285.0000012665987,305.0854436904192
281.99999675154686,287.66576567292213
256.00000531971455,268.28591299057007
250.99999779462814,283.6771914213896
257.0000068247318,283.76630833745
248.99999478459358,286.5568205267191
245.00000466406345,287.5934227705002
292.99999740719795,294.96918711066246
288.00000578165054,288.4677384197712
251.99999929964542,272.21173176169395
238.99999563395977,279.7116874009371
265.0000029653311,275.5369772464037
219.99999883770943,281.8168181627989
310.999992698431,279.7725667357445
302.99999655783176,299.0070499330759
260.99999694526196,287.7715612053871
251.99999929964542,267.3761095702648
280.9999952465296,281.0628461241722
248.99999478459358,279.8006453216076
289.0000072866678,281.37792728841305
278.999992236495,290.6419526785612
309.00000558793545,300.8468014895916
212.00000269711018,288.65893037617207
248.99999478459358,253.60310211777687
247.00000767409801,269.05920296907425
251.99999929964542,267.7037036716938
257.9999924302101,274.176914781332
202.99999710172415,278.442983686924
254.00000230967999,274.66786074638367
212.00000269711018,265.43471226096153
201.00000204145908,240.01087242364883
237.9999941289425,245.52053967118263
258.9999939352274,250.26903238892555
240.99999864399433,261.2967300415039
267.00000597536564,264.61553621292114
247.00000767409801,282.3033917546272
255.00000381469727,262.3064461648464
229.99999798834324,244.07390421628952
268.0000074803829,255.53785341978073
266.00000447034836,262.0310025513172
260.99999694526196,266.30622959136963
240.99999864399433,271.17024835944176
238.99999563395977,280.92916280031204
237.9999941289425,261.8376641571522
230.99999949336052,239.2111892104149
222.000001847744,253.6141045987606
225.9999999180436,252.74246007204056
193.99999945610762,255.87387427687645
253.0000008046627,252.92358762025833
274.0000006109476,267.3506067097187
237.9999941289425,261.21249428391457
245.00000466406345,243.27199506759644
234.00000400841236,260.4378051459789
255.00000381469727,256.9469977617264
244.00000315904617,265.53522914648056
248.99999478459358,267.20248660445213
264.0000014603138,278.6610776633024
276.00000362098217,266.76445430517197
230.99999949336052,252.43664833903313
219.99999883770943,263.62842923402786
268.0000074803829,258.51570987701416
223.99999690800905,268.2793941795826
235.00000551342964,264.5936902463436
250.99999779462814,271.96900939941406
289.9999928921461,262.0356134176254
247.00000767409801,249.64942735433578
242.0000001490116,260.1762895286083
240.99999864399433,260.31003645062447
247.00000767409801,265.41582360863686
236.00000701844692,267.7658390700817
285.0000012665987,271.0816879272461
232.0000009983778,266.73376819491386
272.9999991059303,245.27009013295174
233.00000250339508,264.47549307346344
247.00000767409801,258.88251224160194
235.00000551342964,267.49363896250725
223.00000335276127,267.5887500047684
246.00000616908073,268.78840202093124
236.9999926239252,259.67227414250374
235.00000551342964,242.17607164382935
235.00000551342964,252.87299528717995
228.99999648332596,251.79052287340164
258.9999939352274,258.6798567175865
224.99999841302633,265.33613511919975
285.0000012665987,266.3325592279434
238.99999563395977,262.8494790196419
238.99999563395977,240.02915689349174
236.9999926239252,256.2871986925602
233.00000250339508,255.24708265066147
268.9999930858612,261.07346871495247
281.99999675154686,268.61144015192986
259.9999954402447,281.6480604559183
235.00000551342964,263.352063447237
217.00000227242708,241.65090987086296
290.9999943971634,253.36588099598885
299.00000643730164,262.83634600043297
291.9999959021807,270.41228553652763
257.0000068247318,274.14042533934116
346.99999918043613,286.7296326160431
285.0000012665987,280.84147684276104
264.0000014603138,254.20944693684578
303.99999806284904,277.145565405488
245.00000466406345,282.03379917144775
240.99999864399433,275.2364600598812
281.99999675154686,273.00979322195053
265.0000029653311,285.18014304339886
250.99999779462814,263.3902223408222
236.9999926239252,245.54372119903564
258.9999939352274,267.4207872748375
248.99999478459358,266.3070563673973
209.99999968707561,267.45001062750816
254.00000230967999,261.56921634078026
261.99999845027924,274.45642867684364
257.0000068247318,261.30744633078575
268.0000074803829,247.31865033507347
247.9999932795763,270.7200370132923
229.99999798834324,265.3176916539669
181.99999729543924,266.4404534995556
212.99999625235796,261.70614317059517
244.00000315904617,265.9704313278198
289.0000072866678,256.1852508485317
242.0000001490116,247.5635986328125
234.00000400841236,262.6392553150654
251.99999929964542,257.2714437544346
272.9999991059303,266.52023738622665
308.00000408291817,272.399823307991
296.0000019222498,288.8270044028759
236.9999926239252,272.4306366145611
214.99999926239252,244.49870809912682
202.00000354647636,259.0535912811756
287.00000427663326,255.26794284582138
298.00000493228436,267.42323580384254
258.9999939352274,268.8514595925808
236.9999926239252,277.20433010160923
242.0000001490116,261.0174705386162
238.99999563395977,243.83840024471283
256.00000531971455,262.6732485294342
251.99999929964542,264.9527018368244
261.99999845027924,264.1941984295845
240.99999864399433,263.991765499115
278.00000663101673,269.1596880555153
247.00000767409801,259.58399990200996
245.00000466406345,239.50345453619957
292.99999740719795,264.74991911649704
243.0000016540289,269.5798810720444
209.99999968707561,265.16880837082863
288.00000578165054,261.061734855175
277.00000512599945,281.7438233792782
223.00000335276127,261.41607198119164
240.99999864399433,237.69348281621933
232.0000009983778,261.72013476490974
218.00000377744436,256.6162555515766
287.00000427663326,256.7935036122799
229.99999798834324,267.49465653300285
281.99999675154686,266.75081250071526
249.99999628961086,262.63416746258736
235.00000551342964,240.19502088427544
200.0000005364418,260.8265170753002
262.9999999552965,250.43791729211807
228.99999648332596,258.5996912419796
235.00000551342964,251.3629842698574
257.9999924302101,259.0461820960045
236.00000701844692,249.12207144498825
212.99999625235796,229.6877469420433
290.9999943971634,248.16825810074806
255.00000381469727,253.7848656475544
250.99999779462814,251.53457209467888
334.99999701976776,253.6693395972252
327.0000008791685,289.20158164203167
224.99999841302633,263.52142533659935
217.00000227242708,233.08913531899452
232.0000009983778,258.87373569607735
257.0000068247318,255.26053366065025
268.9999930858612,256.4729371070862
206.000001616776,251.658047914505
191.99999644607306,250.1574812233448
192.99999795109034,234.30481407046318
181.00000374019146,215.2574207484722
266.00000447034836,232.01400849223137
257.9999924302101,241.6245166361332
272.9999991059303,239.44281369447708
262.9999999552965,249.8709715306759
264.0000014603138,271.3972937762737
211.0000011920929,250.43276584148407
218.00000377744436,229.1507877111435
282.99999825656414,258.0559270083904
250.99999779462814,262.6219248175621
281.99999675154686,250.83232125639915
278.999992236495,260.5000041425228
310.0000070929527,284.1756260693073
234.00000400841236,263.55700850486755
212.00000269711018,231.81723579764366
329.0000038892031,262.94468545913696
279.9999937415123,274.7543860375881
283.9999997615814,258.0479772388935
268.9999930858612,259.28947684168816
265.0000029653311,284.68934017419815
285.0000012665987,253.12185487151146
185.00000181049109,235.05021625757217
214.99999926239252,259.20594066381454
217.00000227242708,256.2549544274807
148.9999993033707,242.78270265460014
217.00000227242708,221.9661994278431
209.99999968707561,235.06500282883644
238.99999563395977,220.18767699599266
211.0000011920929,213.7176457941532
234.00000400841236,244.56507277488708
230.99999949336052,234.80889305472374
185.00000181049109,234.05490511655807
200.0000005364418,228.82755008339882
209.99999968707561,216.58026239275932
170.00000308454037,206.98285546898842
170.99999663978815,143.90439182519913
217.00000227242708,154.78314259648323
176.99999772012234,171.32238364219666
208.99999818205833,189.82979682087898
217.00000227242708,205.45176166296005
213.99999775737524,227.09834802150726
184.0000003054738,203.12632688879967
187.99999837577343,178.69395050406456
205.0000001117587,198.81790161132812
225.9999999180436,211.56828251481056
246.00000616908073,217.88431078195572
217.00000227242708,227.25187397003174
272.9999991059303,247.34008291363716
217.00000227242708,234.2681497335434
258.9999939352274,206.42802515625954
216.0000007674098,234.28214132785797
218.99999733269215,245.46428710222244
187.99999837577343,242.83424896001816
209.99999968707561,235.90631103515625
253.0000008046627,245.06094759702682
182.99999880045652,230.8076786696911
165.99999706447124,201.08336332440376
212.00000269711018,214.72090670466423
192.99999795109034,219.4736286997795
147.0000002682209,223.65988191962242
211.0000011920929,224.38222977519035
250.99999779462814,239.8536259829998
209.99999968707561,234.26881751418114
188.9999998807907,225.32370507717133
266.00000447034836,232.92947214841843
218.00000377744436,236.67250981926918
233.00000250339508,233.96653547883034
202.99999710172415,244.44290071725845
228.99999648332596,254.57570871710777
237.9999941289425,240.4272495508194
188.9999998807907,222.04684188961983
224.99999841302633,231.17330446839333
197.99999752640724,223.32863092422485
186.99999687075615,226.3747918009758
232.0000009983778,231.2275536954403
261.99999845027924,244.27417480945587
208.99999818205833,234.26268029212952
186.99999687075615,214.8778033554554
191.00000289082527,223.26754489541054
196.00000246614218,220.78060260415077
186.99999687075615,224.08223727345467
209.99999968707561,228.10144993662834
229.99999798834324,240.51148530840874
166.99999856948853,238.07023829221725
187.99999837577343,220.35583052039146
205.0000001117587,229.14684462547302
212.99999625235796,222.21849331259727
214.99999926239252,230.47302517294884
208.99999818205833,239.2944391965866
281.99999675154686,252.9881397485733
195.0000009611249,245.64061298966408
192.99999795109034,220.39863207936287
228.99999648332596,229.28164091706276
195.0000009611249,232.36208119988441
244.00000315904617,233.66120073199272
229.99999798834324,241.87639713287354
264.0000014603138,253.86000686883926
216.0000007674098,245.50610288977623
201.00000204145908,221.60467571020126
221.0000003427267,229.86127451062202
227.99999497830868,230.45884278416634
203.99999860674143,233.31920164823532
257.0000068247318,235.9856497347355
275.0000021159649,256.7775086760521
227.99999497830868,249.2957580089569
224.99999841302633,232.15408343076706
207.00000312179327,246.53496205806732
251.99999929964542,241.44065436720848
236.9999926239252,244.1877131164074
248.99999478459358,248.99999478459358
258.9999939352274,266.94475507736206
207.99999667704105,259.2135406434536
174.00000115484,241.19370272755623
222.000001847744,243.95774218440056
245.00000466406345,238.2168638408184
186.00000331550837,244.54615232348442
236.9999926239252,245.82895892858505
242.0000001490116,264.3260692059994
232.0000009983778,251.9887265264988
191.00000289082527,237.35987868905067
190.000001385808,240.9577535688877
249.99999628961086,239.14126303792
228.99999648332596,248.26063442230225
206.000001616776,253.16446563601494
214.99999926239252,265.19561499357224
175.00000265985727,251.19117385149002
193.99999945610762,223.7336875796318
143.9999997280538,229.7618069946766
